job_title,company,location,post_date,seniority_level,skills,salary
Cleared Cloud Software Developer (Chandler AZ),Cloud Computing Technologies,"Chandler, AZ",25/12/2023,Mid senior,"Cloud Computing, Microservices, AWS, Kubernetes, Service Oriented Architecture, Python, Spring Boot, Java, Scrum, API development, DevSecOps, OAuth, OpenID, Encryption, Terraform, Jenkins, Puppet, Chef, Serviceoriented architecture, Cloudbased services",199822.38
"Software Engineer, Front-End (Security Foundations)",Grammarly,"Arizona, United States",25/12/2023,Mid senior,"ReactJS, JavaScript, Frontend, User experience design, Identity management, Access control, Fraud prevention, Data security, Privacy, Agile development, Collaboration, Communication",254556.51
Senior Software Engineer .NET (On-Site),PrismHR,"Chandler, AZ",25/12/2023,Mid senior,"Software Stack, Frontend, Backend, Go, Ruby, C#, Docker, Kubernetes, Istio, Spinnaker, Kafka, React, Single Page Applications, gRPC, Microservices, Monolithic Architecture, Payroll Processing, Benefits Configuration, Human Capital Management, Test Coverage, Observability, Alerting, Performance, DevOps, Serverless Computing, AWS, Azure, Google Cloud, GitHub Actions, Jenkins, Git, Cloudbased Payroll Process, Software Application, System Implementation Consulting, Custom Configurations, Training, Marketplace Platform, SaaS Platform",199822.38
"Software Engineer, Full-Stack (Quality Tools)",Grammarly,"Arizona, United States",25/12/2023,Mid senior,"Python, AWS, Azure, GCE, Natural language processing, Machine learning, Data analysis, Software engineering, Quality evaluation, Data pipelines, System evaluation, A/B testing",254556.51
SAP Software Engineer,First Point Group,"Glendale, AZ",25/12/2023,Mid senior,"SAP Software Engineer, ABAP programming, SAP R/3 HR / Payroll, SAP Workflow, Web Dynpro, HR Forms, SAP Cloud Platform Integration, SAP Process Integration Platform, SAP Data Dictionary, Data modeling Tool",318062.7305
Senior Software Engineer,Solü Technology Partners,Greater Tucson Area,25/12/2023,Mid senior,"C#, Delphi, Healthcare Medical Device Development, Systems Thinking, Collaboration, Independent Thought, Requirements Management, Systems Design, User Experience Development, Usability, Software Design, Architecture Needs, Business Constraints, Technological Realities, Objective Evidence, Lean Design Practices, Information Security, Data Privacy, Agile, SAFe",318328.0667
Sr. Software Engineer - Data Engineer (Contract),Early Warning®,"Scottsdale, AZ",25/12/2023,Mid senior,"Java, Spring, Git, SQL, REST, Docker, Kubernetes, Kafka, Python, PySpark, Spark, HDFS, Linux, HBase, Aerospike, GitLab, Harness, AppDynamics, Splunk, CI/CD",318310.9505
Intern - DevOps/Software Engineering,Early Warning®,"Scottsdale, AZ",25/12/2023,Mid senior,"Golang, Java, Python, PowerShell, VMware, AWS, TCP/IP, HTTP/s, Linux, DevOps",318310.9505
Senior Software Verification Engineer,Wisk,"Mesa, AZ",25/12/2023,Mid senior,"Software Engineering, Avionics, Software Verification, DO178C, DO330, DO331, MATLAB, Simulink, Requirements, Check, Coverage, Code Inspector, Test, Report Generator, Polyspace Bug Finder, Coder Prover, Python, SysML, UML, Jira, Git, Teamcenter, Google cloud base applications",293136.5865
"Sr. Software Engineer - Java, Paze",Early Warning®,"Scottsdale, AZ",25/12/2023,Mid senior,"Java, C#, C++, ObjectiveC, SQL, PL/SQL, Unix, Linux, Crystal Reports, Jasper Reports, BIRT, TDD, BDD, SOA, Web services, UML, Maven, Gradle, Git, Cucumber, Selenium, Kubernetes, Docker, CI/CD, SDLC, Agile, Scrum, LEAN, DevOps",318310.9505
Software Engineer,Kforce Inc,"Atlanta, GA",25/12/2023,Associate,"Software Development, Python, Cloud Infrastructure, Public Cloud Platforms (AWS Azure GCP), Automation, Agile Principles, Sprint Planning, Jira, Communication, Collaboration",216010.805
Software Engineer - Durable Objects,Cloudflare,"Atlanta, GA",25/12/2023,Associate,"C++, JavaScript, Asynchronous programming, Distributed systems, Systems level programming, Continuous integration workflow, Source control, Git, Unix, Security, Debugging, Data analysis, API design, Communication skills, Knowledge sharing, Mentoring",212490.795
Software Engineer,"PSR Associates, Inc.","Atlanta, GA",25/12/2023,Associate,"Java, J2EE, OOD, SOA, RESTful API, Clean Architecture, S.O.L.I.D, Test Driven Development, Spring, SpringBoot, Microservices, Continuous Integration, Automated deployments, SQL, NoSQL, JPA2, Hibernate, Unit Testing, Integration Testing, Security Testing, Performance Testing, E2E Automation Testing, Redis, Gemfire, EHCache, Public Cloud Provider, AWS, Azure, GCP, Reactive Programming, RxJava, CQRS, Domain Driven Design, Event Driven Architecture, RabbitMQ, Kafka",216010.805
Lead Software Engineer - Full Stack,Republic National Distributing Company,"Atlanta, GA",25/12/2023,Associate,"Software Development, Mobile Development, Architecture, Demand Delivery, Code Reviews, Release Management, Application Implementation, Support, Presentations, Meetings, Mentoring, Process Improvement, CI/CD, Unit Testing, Automation, Code Coverage, Full Stack Development, Front End Development, Back End Development, Database Development, SQL Script Implementation, iOS Development, Android Development, Technical Evaluation, Recommendation, Microservices, AWS Services, HighVolume WebBased Applications, Code Review, Code Quality Assessment, Application Support, Issue Resolution, Web User Interface Creation, Proof of Concepts, Analytics and Monitoring Routines, Analytics, A/B Testing, JavaScript, CSS, HTML, FrontEnd Languages, RESTful, Microservices Implementation, Babel, Webpack, NPM, Cloud Architecture, AWS, Azure, Mobile First Design Methodology, Web Standards, UI/UX Best Practices, Performance Analysis, Optimization, Accessibility (ADA), Search Engine Optimization (SEO), Software Development Lifecycle (SDLC), Continuous Integration/Continuous Development (CI/CD), Agile/Scrum, Team Work, Time Management, Interpersonal Skills, Communication Skills",212490.795
Software Eng - Lead (FS),Republic National Distributing Company,"Atlanta, GA",25/12/2023,Associate,"Software Development, Mobile Development, Web Development, Database Management, Software Design, Software Architecture, Software Testing, Quality Assurance, C, C++, C#, Java, .NET MVC, HTML, CSS, LESS, SASS, JS, ASP.NET MVC, jQuery, React.js, Angular.js, Web API, Restful Services, MS SQL Server, SQL Server, Oracle, SQL Server Stored Procedures, SQL Server Reporting Services, Full Software Development Lifecycle (SDLC), Continuous Integration/Continuous Development (CI/CD), Mobile First Design Methodology, Web Standards, UI/UX Best Practices, Lean / Agile Development Methodologies, Application Design, Design Principles, Design Patterns, ObjectOriented Programming (OOP), Search Engine Optimization (SEO), GitHub, Wireframing, Image Processing, Adobe Creative Cloud Apps",212490.795
Software Engineer III (Electronics),ExecuSource,"Atlanta, GA",25/12/2023,Associate,"Software Engineering, Embedded Systems, C/C++, Assembly, Microcontrollers, Renesas, STMicro, Cypress, Secure Boot, X509, TLS, Encrypted File Systems, Testdriven Design, Unit Testing, System Testing, Product Design, Failure Analysis, Statistical Methods, DesignofExperiments (DOE), Electronic Analysis, Instrumentation, Microsoft Office Suite, Git, Version Control, UL 60730, PID Control",212490.795
"Software Engineer, Regional Cards Team",Square,"Atlanta, GA",25/12/2023,Associate,"Java, Kotlin, C++, Go, jUnit, Jest, Guice, Guava, Protocol Buffers, gRPC, jOOQ, MySQL, Kafka, Envoy, Kubernetes, Docker, AWS, Datadog, ISO8583, AS2805",212490.795
"Sr. Embedded Software Engineer, Product Security",Rockwell Automation,"Alpharetta, GA",25/12/2023,Associate,"Software Development, Automated Testing, C++, Python, Continuous Integration, Source Control, Unit Testing, Agile Development, Industrial Protocols, IEC 61508, IEC 62443, ObjectOriented Programming, Vulnerability Assessment, Risk Assessment, Threat Analysis, Security Code Review, Git, Jenkins, CppUnit, Unittest",211261.6036
Patent Attorney / Computer Science Software IP / Fully Remote 30309 3570,IP Recruiter Group,"Atlanta, GA",25/12/2023,Associate,"Patent attorney, Patent agent, Law firm, IP, Intellectual property, Computer science, Computer engineering, Cryptography, Blockchain, Software patents, Artificial intelligence (AI), Machine learning (ML), Enterprise applications, Mobile applications, Databases, Data structures, Web services, Cloud services, Virtualization, Operating systems, Software user interfaces, Open source, 3D graphics, Digital design, Grid computing, Telecommunications, Computer networking, Network protocols, Computer architecture, Network security, Wireless telecom",212490.795
Patent Attorney / Agent / Computer Software IP CS / Remote / GA 30309 3417r-LI,IP Recruiter Group,"Atlanta, GA",25/12/2023,Associate,"Patent attorney, Patent agent, Law firm, IP (intellectual property), Computer engineering, Cryptography, Blockchain, Software patents, Artificial intelligence (AI), Enterprise applications, Mobile applications, Databases, Web services, Cloud services, Operating systems, Software user interfaces, Open source, 3D graphics, Grid computing, Networking, Telecommunications, Wireless telecom, Network protocols, IEEE standards, Computer science (CS), BSCS (Bachelor of Science in Computer Science), MSCS (Master of Science in Computer Science), PhD (Doctor of Philosophy), Network security, Software engineer, USPTO attorney, US patent agent, Patent bar, Law firm jobs, Salaries, Compensation, Agency, Recruiters, Hiring trends, Positions, Openings, Postings online, Opportunities, Careers",212490.795
Patent Attorney or Patent Agent / Remote / Electrical / Software / GA 30324 2006,IP Recruiter Group,"Atlanta, GA",25/12/2023,Associate,"Patent law, Patent drafting, Patent prosecution, Patent claims, Patent opinions, PTAB, USPTO, PTO, EPO, Electrical engineering, Electronics, Telecommunications, Computers, Software engineering, Industrial and consumer electronics hardware, Analog and/or digital circuits, RF, Semiconductors, Computer and telecommunications systems, Networking and protocols, WiFi, Wireless, Network security, Enterprise applications, Databases, Web and cloud services, Operating systems, Software user interfaces, Open source",212490.795
Senior Software Engineer,MEAG Power,"Atlanta, GA",25/12/2023,Associate,".Net Core, C#, Asp.Net WebForms, Asp.Net MVC, AngularJS, Angular, HTML, JavaScript, CSS, SQL Server, TSQL",212490.795
"Software Engineer, Android - Slack (Multiple Levels)",Slack,"Atlanta, GA",25/12/2023,Mid senior,"Android, Kotlin, Java, Design systems, RXJava, View hierarchy, Android framework components, Data structures, Algorithms, Programming languages, Performance benchmarking, Concurrency, Threading, Mobile engineering, Software development",219429.86
Software Developer 4,Open Systems Inc.,"Atlanta, GA",25/12/2023,Mid senior,"C++, C#, JavaScript, CSS, TransactSQL, VB Script, Turbo Pascal, ASP.NET, .NET Core, Bootstrap, jQuery, Data tables, Popper, Microservices, SAP Finance, Salesforce Operations, ERP, CRM",219429.86
Sr. Software Engineer,Experient Group,"Atlanta, GA",25/12/2023,Mid senior,"Python, AWS, Angular, Okta, GitHub, Jira, Confluence, AWS CloudFormation, Postgres, Go, Java, Flask, IaaS, Unit testing, Integration testing, DevOps, GitHub Actions",219429.86
Software Engineer,NR Consulting,"Atlanta, GA",25/12/2023,Mid senior,"Jira Administration, JQL, Groovy Scripting, Java, NodeJS, Python, JavaScript, Software Engineering, Software Development",223726.65
Senior Software Engineer - BE,OneTrust,"Atlanta, GA",25/12/2023,Mid senior,"Web development, Mobile development, HTML, CSS, JavaScript, TypeScript, Angular, Ember, React, Python, Core Java, REST, Spring, Unit testing, MS Azure, Cloud architecture, Code coverage, UX, Product management, Product ownership, Planning, Grooming sessions, System architecture, Component design, Sprint management, Sprint goals, Defect reduction, Critical incident investigation, Service level agreements (SLAs), Code review, Peer review, Development testing, Exploratory testing, AI testing, Test automation, Team building, Mentoring, Technical skills development, Career development, Computer science, Engineering, Business, Software engineering, Software development, Frontend development, Backend development, Drupal, Kafka, Docker, Public cloud providers, Azure, Google Cloud, AWS",219429.86
(Software Development Engineer ) .net developer With Testing,GlobalPoint Inc,"Alpharetta, GA",25/12/2023,Mid senior,".NET, REST, SOAP, OpenAPI, ASP.NET, JSON, XML, RDF, Blazor, Jquery, Knockout, Angular, Mongo, Redis, RabbitMQ, RDBMS, NoSQL, Testing, Cucumber, Selenium, Nunit, Tanzu, Kubernetes, AWS, Azure",217887.8067
"Software Engineer, Senior",Lockheed Martin,"Marietta, GA",25/12/2023,Mid senior,"Agile Development, C130J, C5, Coding, Configuration Management, Highlevel Design, Integration, PM 4001, Requirements Analysis, Software Development, Systems Engineering, Testing",217887.8067
"Full Stack Staff/Senior Software Engineer (React Native, Node.js)",MaxRewards,"Atlanta, GA",25/12/2023,Mid senior,"React Native, Node.js, JavaScript, TypeScript, React, MongoDB, AWS, Mobile app development, Backend development, Software engineering, Agile development",219429.86
Software Developer,Orion Innovation,"Atlanta, GA",25/12/2023,Mid senior,".NET, TypeScript, Microsoft Azure, C#, Angular, UML, Visio, PowerPoint, Agile methodologies, SCRUM, TestDriven Development (TDD), JSON, SQL, NoSQL, Software architecture",219429.86
Software Engineer in Test,Visionary Innovative Technology Solutions LLC,"Atlanta, GA",25/12/2023,Mid senior,"Selenium, Cypress, Rest Assured, Java, JavaScript, Groovy Script, TypeScript, Docker, OpenShift, AWS, Azure, Browser Stack, EC2, S3, AWS Code Pipeline, CloudFormation, Wire Mock, Mockito, GitLab, Nexus, Jenkins, Maven, Gradle, NPM, Tomcat, Spring Boot, SQL, qTest, ALM, VersionOne, JIRA, Agile, Planning, Strategy, Design, Metrics, Performance Testing, Load Testing, Stress Testing, Security Testing, Accessibility Testing, Usability Testing",219429.86
Software Engineer,Trustpoint.One,"Alpharetta, GA",25/12/2023,Mid senior,"C#, Frontend, React, Angular, Angular.js, OOP, SOLID, SQL, HTML, CSS, .NET Core, Git, GitFlow",222331.0317
Software Engineer,Incident IQ,Atlanta Metropolitan Area,25/12/2023,Mid senior,"C#/.Net, LINQ, Async/await, Generics, .NET Core, .NET 5/6+, RESTful services, Web API, ORM, Unit testing, xUnit, NUnit, MSTest, ASP.NET MVC, ASP.NET Core MVC, HTML, CSS, JavaScript, Angular, React, Vue.js, SQL, Relational databases, MVC, MVVM, Dependency Injection, Visual Studio, Visual Studio Code, Git, Azure DevOps, Jenkins, Debugging, Profiling, Performance optimization, Memory management, Communication, Collaboration, Problemsolving, Time management, Learning agility, Attention to detail",225284.42
Software Engineer III - Frontend,Walmart,"Atlanta, GA",25/12/2023,Mid senior,"HTML 5, CSS, Java, Python, JavaScript, Spring, Node, React, Angular, REST, GraphQL, Git, CI/CD, Agile",219429.86
Senior Software Engineer,Macy's,"Johns Creek, GA",25/12/2023,Mid senior,"Java, Python, SQL, Oracle, Hive, Cassandra, Elasticsearch, Web services, ESB, Event/stream processing, Quality assurance, Test automation, Supply Chain, Retail, WMS, Manhattan Active, XRay",304988.8378
Software Developer,PANGEATWO,Atlanta Metropolitan Area,25/12/2023,Mid senior,"Software Development, Contemporary programming languages, Frameworks, C#, SQL Server, JavaScript, Angular, Problemsolving, Analytical skills, Critical thinking, Communication, Collaboration, Adaptability, US Citizenship or Green Card",221260.435
Software Engineer II,McKinsey & Company,"Atlanta, GA",25/12/2023,Mid senior,"Angular, Vue, React, Java, RESTful APIs, DevOps, CD pipelines, Chef, Puppet, Ansible, AWS, Azure, Heroku, Agile, MongoDB, CouchDB, Cassandra, JQuery, JavaScript, HTML5, SASS, CSS3, Kubernetes",219429.86
Sr. Software Engineer (Remote),The Home Depot,"Marietta, GA",25/12/2023,Mid senior,"HTML, CSS, JavaScript, TypeScript, Objectoriented programming, Java, Relational database, NoSQL database, Cloud computing, CI/CD tools, Software design patterns, Security frameworks, User authentication, Unit testing, Functional testing, Destructive testing, Performance testing, Debugging, Root cause analysis, Version control system",217887.8067
Senior Software Engineer (Remote),The Home Depot,"Atlanta, GA",25/12/2023,Mid senior,"HTML, CSS, Javascript/Typescript frameworks, Java, Relational database technology, NoSQL database technology, Cloud computing, CI/CD tools, Security frameworks, Unit testing, Functional testing, Destructive testing, Performance testing, Debugging, Root cause analysis, Version control system",219429.86
.NET Software Engineer,Brightwell,"Atlanta, GA",25/12/2023,Mid senior,".NET, .NET Core, C#, Azure, Postgres, ASP.NET, Agile, TestDriven Development, Web Technology Stacks, Mobile Technology Stacks, Digital Products, FinTech, Banking, EventDriven Systems, New Product Development, Offshore Development",219429.86
Senior Software Engineer (Remote),The Home Depot,"Marietta, GA",25/12/2023,Mid senior,"HTML, CSS, JavaScript, TypeScript, Java, Relational database, NoSQL database, Cloud computing, CI/CD tools, Software design patterns, Security frameworks, Unit testing, Functional testing, Destructive testing, Performance testing, Debugging, Root cause analysis, Version control system",217887.8067
Senior Software Engineer (Remote),The Home Depot,"Marietta, GA",25/12/2023,Mid senior,"HTML, CSS, JavaScript, TypeScript, Java, Relational database, NoSQL database, Cloud computing, CI/CD tools, Modern software design patterns, Security frameworks, Unit testing, Functional testing, Destructive testing, Performance testing, Debugging, Root cause analysis, Version control systems",217887.8067
Senior Software Engineer (Remote),The Home Depot,"Marietta, GA",25/12/2023,Mid senior,"Java, HTML, CSS, JavaScript / TypeScript, Objectoriented programming, Relational database, NoSQL database, Cloud computing, CI/CD tools, Software design patterns, Security frameworks, Unit testing, Functional testing, Destructive testing, Performance testing, Debugging, Root cause analysis, Version control system",217887.8067
Senior Software Engineer (Remote),The Home Depot,"Marietta, GA",25/12/2023,Mid senior,"HTML, CSS, JavaScript, TypeScript, Java, Relational database, NoSQL database, Cloud computing, CI/CD tools, Software design patterns, Security frameworks, Unit testing, Functional testing, Destructive testing, Performance testing, Debugging, Root cause analysis, Version control system",217887.8067
Software Engineer II (Full Stack),LivePerson,"Atlanta, GA",25/12/2023,Mid senior,"HTML5, CSS3, JavaScript, Typescript, SASS, LESS, Webpack, Gulp, Grunt, Git, AJAX, Jasmine, Karma",219429.86
Software Engineer II,LoadUp,"Atlanta, GA",25/12/2023,Mid senior,"Software Engineering, Ruby on Rails, JavaScript, Stimulus, React, CSS, HTML, Caching, HTTP, Performance, ViewComponents",219429.86
Staff Software Engineer (Remote),The Home Depot,"Marietta, GA",25/12/2023,Mid senior,"Java, HTML, CSS, JavaScript/TypeScript, Relational databases, NoSQL databases, Cloud computing, CI/CD tools, Data modeling, Security frameworks, Unit testing, Functional testing, Destructive testing, Performance testing, Debugging, Root cause analysis, Version control, High Availability, Disaster Recovery, Performance, Efficiency, Security, Technical roadmaps, Work estimation, Refactoring, Modernizing legacy systems",217887.8067
Senior Software Engineer I (React/Node),Articulate,"Atlanta, GA",25/12/2023,Mid senior,"Java, JavaScript, React, Node.js, GitHub, Git, Postgres, Docker, S3, SNS, SQS, AWS, CRDTs, WebSockets, ML, LLMs, OpenAI, TypeScript, CSS",219429.86
Staff Software Engineer (Remote),The Home Depot,"Atlanta, GA",25/12/2023,Mid senior,"HTML, CSS, Javascript, Typescript, Java, Relational database, NoSQL database, Cloud computing, CI/CD, Git, Security frameworks, Unit testing, Functional testing, Destructive testing, Performance testing, Debugging, Root cause analysis, High availability, Disaster recovery, Performance, Efficiency, Security, Technical roadmaps, Work estimation, Refactoring, Modernization",219429.86
Senior Software Engineer - Full Stack,Bitcoin Depot,"Atlanta, GA",25/12/2023,Mid senior,"JavaScript, TypeScript, NodeJS, Python, RESTful APIs, PostgresSQL, MongoDB, NoSQL, Redis, Message Queues, AWS, Docker, React, Redux, GraphQL, HTML, CSS, Web Security, XSS, CSRF",219429.86
.NET Software Engineer - Atlanta,Noir,"Atlanta, GA",25/12/2023,Mid senior,".NET, .NET 7, C#, Web API 2, Entity Framework, Microservices, Azure, SQL Server, .NET Core, ASP.NET MVC, JavaScript, Angular 14, Bootstrap, Agile, Object Oriented Development",219429.86
.NET Software Engineer - Atlanta,Noir,"Atlanta, GA",25/12/2023,Mid senior,".NET, C#, ASP.NET MVC, SQL Server, JavaScript, Angular, Bootstrap, Microservices, Azure, Entity Framework, Agile",219429.86
Senior Software Engineer - Payments SRE (Remote),The Home Depot,"Atlanta, GA",25/12/2023,Mid senior,"Software Engineering, Site Reliability Engineering (SRE), CI/CD toolchain, Infrastructure as Code, High Availability, Performance monitoring, HTML, CSS, Javascript, Typescript frameworks, Objectoriented programming language, Java, Relational database technology, NoSQL database technology, Cloud computing, Security frameworks, Version control system, Unit testing, Functional testing, Destructive testing, Performance testing, Debugging, Root cause analysis",219429.86
Staff Software Engineer (Remote),The Home Depot,"Marietta, GA",25/12/2023,Mid senior,"HTML, CSS, JavaScript, TypeScript, Java, Relational database, NoSQL, Cloud computing, CI/CD, Software design patterns, Data modeling, Security frameworks, Unit testing, Functional testing, Destructive testing, Performance testing, Debugging, Root cause analysis, Version control, High Availability, Disaster Recovery, Performance, Efficiency, Security, Technical roadmaps, Work estimation, Refactoring, Modernization",217887.8067
Staff Software Engineer (Remote),The Home Depot,"Marietta, GA",25/12/2023,Mid senior,"Software development, Leadership, HTML, CSS, Javascript, Typescript, Java, NoSQL, Relational databases, Cloud computing, CI/CD, Unit testing, Functional testing, Destructive testing, Performance testing, Debugging, Root cause analysis, Version control, High availability, Disaster recovery, Performance optimization, Efficiency, Security, Technical roadmaps, Work estimation, Refactoring, Modernization",217887.8067
Senior Software Engineer,Ninety,"Atlanta, GA",25/12/2023,Mid senior,"Angular.js, Node.js, MongoDB, Javascript, Serverless Framework, AWS, Single Page Applications, APIs, Data Models, Automated Testing",219429.86
Senior Frontend Software Engineer,AWeber,"Atlanta, GA",25/12/2023,Mid senior,"React, JavaScript, HTML, CSS, SASS, Jest, React component libraries, RestFul APIs, Tailwindcss, Reactquery, Reacttestinglibrary, Federated Applications, Module Federation, React Virtual Table/List Libraries, PHP, CDN caching, Slack, Google Meet, Confluence, JIRA",219429.86
Principal Software Engineer (Remote),The Home Depot,"Atlanta, GA",25/12/2023,Mid senior,"Java, Python, Ruby on Rails, Spring MVC, Node.js, SQL, Git, HTML, CSS, JavaScript, AngularJS, ReactJS, JQuery, Linux, Unix, CI/CD toolchain, Cloud computing, High Availability, Disaster Recovery, Performance, Efficiency, Security, Testdriven development, Unit testing, NoSQL, Query optimization, Data modeling, 12factor methodology, RESTful web services",219429.86
"Software Engineer Senior Manager, Contact Centers (Remote)",The Home Depot,"Atlanta, GA",25/12/2023,Mid senior,"Java, Spring MVC, Node.js, Python, OpenAI, Google DialogFlow, BARD, RASA, AI, Cloud development platforms, Google Cloud, Salesforce, Azure, Modern product development processes, CI/CD pipelines, System monitoring, Log analysis, Troubleshooting, Issue resolution, Software Engineering fundamentals",219429.86
Senior AI Software Engineer,Ninety,"Atlanta, GA",25/12/2023,Mid senior,"AI/ML, Large Language Models, NLP, Supervised Machine Learning, Prompt Engineering, Cloudbased Environments, Scrum, AI Tools, LLM, Data Science, Data Engineering",219429.86
Lead Software Engineer (Java),Bellwood Labs,"Atlanta, GA",25/12/2023,Mid senior,"Java, Spring Boot, React, AWS, Kubernetes, Docker, Argo CD, Atlas, GitHub Actions, Software Development, Cloud Providers, Google Cloud, Amazon Web Services, Azure",219429.86
Software Engineer III,Nike,"Atlanta, GA",25/12/2023,Mid senior,"Python, Serverless Architectures, Continuous Integration & Deployment (CI/CD), GraphQL, RESTful API, InfrastructureasCode, Terraform, CloudFormation, CircleCI, GitHub, Bitbucket, Jenkins, Cloud Custodian, AWS, Azure, GCP, Chinabased Clouds, Agile, Sprint Planning, JIRA, AWS Athena, Cloud Provider Organization Policy, Cloud Cost Optimization, FinOps, Scaled Agile Framework (SAFe)",219429.86
Software Engineer,Hirewell,Atlanta Metropolitan Area,25/12/2023,Mid senior,"Software Engineering, Agile Methodologies, Cloud Platforms (AWS GCP Azure), Supply Chain Management, Order Management, Inventory Management, Warehouse Management, Transportation Management, Microservices, Domain Driven Design",225284.42
SENIOR SOFTWARE ENGINEER,The Home Depot,"Atlanta, GA",25/12/2023,Mid senior,"Software Development, Refactoring, Agile, HTML, CSS, Javascript, Typescript, Java, SQL, NoSQL, Cloud Computing, CI/CD, Software Design Patterns, Security Frameworks, Authentication, Authorization, Unit Testing, Functional Testing, Destructive Testing, Performance Testing, Debugging, Root Cause Analysis, Version Control",219429.86
Software Engineer,Keylent Inc,"Alpharetta, GA",25/12/2023,Mid senior,"GoLang, C, Java, C++, Javascript, Python, Scrum, Kanban, XP, Relational databases, Nonrelational databases, DevOps CI, Automated testing, Linux, Microservices, Distributed computing, Performance analysis, Scalable applications, Cloud deployments",222331.0317
Senior Software Engineer,Walmart,"Atlanta, GA",25/12/2023,Mid senior,"Java, SQL, Azure, Cloud, Kafka, Docker, Kubernetes, Dynatrace, NodeJS, Spring Boot, Azure SQL, Postgres, TDD, Agile, DevOps",219429.86
SENIOR SOFTWARE ENGINEER,The Home Depot,"Atlanta, GA",25/12/2023,Mid senior,"Java, HTML, CSS, JavaScript/TypeScript, Relational/NoSQL, Cloud Computing, CI/CD, Security Frameworks, Unit Testing, Functional Testing, Destructive Testing, Performance Testing, Debugging, Root Cause Analysis, Version Control",219429.86
Full Stack Software Engineer,GSquared Group,"Atlanta, GA",25/12/2023,Mid senior,"Java, Angular, RESTful API, SOAP, SQL, Full Stack Development, Software Engineering, Software Design, Software Testing, Software Deployment, Web Application Development",219429.86
Software Developer (API) - 1702837,Tier4 Group,Atlanta Metropolitan Area,25/12/2023,Mid senior,"Java, Javascript, Python, GoLang, SQL, GCP, AWS, GitHub, API Development, ObjectOriented Analysis, ObjectOriented Design, Unit Testing, SOLID Principles, GRASP Principles, RESTful, SOAP, Microservices, API Integrations, Verbal Communication, Written Communication, Multitasking",221260.435
SENIOR SOFTWARE ENGINEER,The Home Depot,"Atlanta, GA",25/12/2023,Mid senior,"Java, HTML, CSS, JavaScript, TypeScript, Relational Database, NoSQL, Cloud Computing, CI/CD, Software Design Patterns, Security Frameworks, Unit Testing, Functional Testing, Destructive Testing, Performance Testing, Debugging, Root Cause Analysis, Version Control",219429.86
Sr Software Engineer,The Home Depot,"Atlanta, GA",25/12/2023,Mid senior,"HTML, CSS, Javascript, Typescript, Java, Relational Database, NoSQL Database, Cloud Computing, CI/CD, Unit Testing, Functional Testing, Destructive Testing, Performance Testing, Debugging, Root Cause Analysis, Version Control",219429.86
Software Engineer in Test,Compunnel Inc.,"Alpharetta, GA",25/12/2023,Mid senior,"Java, Python, Spring Boot, Microservices, Selenium, Cucumber, SQL, NoSQL, AWS, Azure, OpenStack, Docker, Kubernetes, CICD, ETL",217887.8067
Sr Software Engineer,The Home Depot,"Marietta, GA",25/12/2023,Mid senior,"HTML, CSS, Javascript, Typescript, Java, Relational database, NoSQL database, Cloud computing, CI/CD tools, Software design patterns, Security frameworks, Unit testing, Functional testing, Destructive testing, Performance testing, Debugging, Root cause analysis, Version control system",217887.8067
STAFF SOFTWARE ENGINEER,The Home Depot,"Atlanta, GA",25/12/2023,Mid senior,"Software Engineering, Leadership, Frontend Technology, HTML, CSS, JavaScript/TypeScript Frameworks, Java, Objectoriented Programming, Relational Database, NoSQL Database, Cloud Computing, CI/CD Tools, Software Design Patterns, Data Modeling, Security Frameworks, Unit Testing, Functional Testing, Destructive Testing, Performance Testing, Debugging, Root Cause Analysis, Version Control System, High Availability, Disaster Recovery, Performance, Efficiency, Security, Technical Roadmaps, Work Estimation, Refactoring, Modernization, Agile Processes",219429.86
Staff Software Engineer,The Home Depot,"Atlanta, GA",25/12/2023,Mid senior,"HTML, CSS, Javascript/Typescript, NoSQL, Java, CI/CD, Cloud Computing, Relational database, Docker, Modern Software Design Patterns, Security frameworks, Unit testing, Functional testing, Destructive testing, Performance testing, Debugging techniques, Root cause analysis techniques, Version control system, High Availability, Disaster Recovery, Technical roadmaps, Work estimation, Refactoring, Modernization",223726.65
Staff Software Engineer,The Home Depot,"Atlanta, GA",25/12/2023,Mid senior,"HTML, CSS, Javascript, Typescript, Java, NoSQL, Cloud computing, CI/CD, Software design patterns, Unit testing, Functional testing, Destructive testing, Performance testing, Debugging, Root cause analysis, Version control system, High availability, Disaster recovery, Performance, Efficiency, Security, Technical roadmaps, Work estimation, Refactoring, Legacy systems",223726.65
Staff Software Engineer,The Home Depot,"Marietta, GA",25/12/2023,Mid senior,"HTML, CSS, Javascript/Typescript, Java, Relational Databases, NoSQL Databases, Cloud Computing, CI/CD Tools, Software Design Patterns, Data Modeling, Security Frameworks, User Authorization and Authentication, Unit Tests, Functional Tests, Destructive Tests, Performance Tests, Debugging Techniques, Root Cause Analysis, Version Control Systems, High Availability, Disaster Recovery, Performance Optimization, Efficiency Optimization, Security Optimization, Technical Roadmaps, Work Estimation, Refactoring, Modernization of Legacy Systems",222331.0317
